"gene_id","ensembl_id_clean","entrez_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance","direction"
"ENSG00000202414.1","ENSG00000202414",NA,NA,24.3202716971155,2.31082143377556,0.802572161213008,2.87926936100422,0.00398597729246723,0.00844267232068232,"Significant","Upregulated"
"ENSG00000239600.1","ENSG00000239600",NA,NA,7.22393999475841,5.08431176542245,1.7670023278644,2.87736562948808,0.00401010655074729,0.00848975390170059,"Significant","Upregulated"
"ENSG00000227813.1","ENSG00000227813",NA,NA,131.183391942309,1.47642473983986,0.513141219668598,2.87722888602357,0.00401184482975355,0.00849309848375083,"Significant","Upregulated"
"ENSG00000197273.3","ENSG00000197273","2980","GUCA2A",1158.19407264055,-1.46903876802879,0.510734362343503,-2.87632647485888,0.00402333341822377,0.00851607427423866,"Significant","Downregulated"
"ENSG00000283206.1","ENSG00000283206","100126329","MIR941-1",39.2814107942596,1.3359328397685,0.464460688213738,2.87630982270284,0.00402354569703965,0.00851618724311804,"Significant","Upregulated"
"ENSG00000217334.1","ENSG00000217334","100127917","LOC100127917",6.775764189784,4.99205726970315,1.73566607005158,2.87616227328498,0.00402542707583182,0.0085198328599968,"Significant","Upregulated"
"ENSG00000201157.1","ENSG00000201157","124900256","LOC124900256",9.62540818812173,5.49844152923008,1.9121417761337,2.87554071453205,0.004033361242252,0.00853561426689185,"Significant","Upregulated"
"ENSG00000227702.1","ENSG00000227702",NA,NA,102.511634307896,1.32807905305928,0.461949700363614,2.87494299057648,0.00404100454597975,0.00855111409729712,"Significant","Upregulated"
"ENSG00000233977.1","ENSG00000233977",NA,NA,35.6694667061238,2.20652682308885,0.767531767738134,2.87483452260398,0.00404239297223407,0.00855371438259439,"Significant","Upregulated"
"ENSG00000231460.2","ENSG00000231460","105375992","LOC105375992",5.72600300246302,4.7493586423475,1.65215699503739,2.87464124572496,0.00404486805410462,0.0085582758401664,"Significant","Upregulated"
"ENSG00000185296.8","ENSG00000185296","646012","LOC646012",151.470881628187,2.03935461271548,0.709623869977551,2.87385289446364,0.00405497784630602,0.00857729605064858,"Significant","Upregulated"
"ENSG00000278040.1","ENSG00000278040",NA,NA,44.975441518061,1.96985849526442,0.685498475050832,2.87361470077427,0.00405803694356274,0.00858326449415714,"Significant","Upregulated"
"ENSG00000187812.12","ENSG00000187812",NA,NA,34.291902146532,2.34931922566465,0.81758793902856,2.87347588377595,0.00405982072209745,0.00858652323053974,"Significant","Upregulated"
"ENSG00000211888.2","ENSG00000211888","28754","TRAJ1",48.9745039326119,1.55878481119878,0.542552795726708,2.87305645363214,0.00406521466398946,0.00859691359294938,"Significant","Upregulated"
"ENSG00000227463.2","ENSG00000227463","101927575","LOC101927575",10.4949636254388,3.46255249619168,1.20536197266359,2.87262463452385,0.00407077472497942,0.0086076527544327,"Significant","Upregulated"
"ENSG00000201884.1","ENSG00000201884",NA,NA,6.88695299473166,5.01433373206479,1.7457292309805,2.87234334115403,0.00407440034272548,0.00861429947796055,"Significant","Upregulated"
"ENSG00000270930.1","ENSG00000270930","100631247","GRAMD4P8",70.0626364405312,1.87315278329558,0.652199270401293,2.87205593183667,0.00407810781637979,0.00862179786561307,"Significant","Upregulated"
"ENSG00000252098.1","ENSG00000252098",NA,NA,50.0031290604279,1.71853115583333,0.598365805348635,2.87204104992603,0.00407829987086024,0.00862186377432513,"Significant","Upregulated"
"ENSG00000241345.1","ENSG00000241345","105375483","LOC105375483",8.74495787610159,5.36026831729466,1.86654357210703,2.87176168689369,0.0040819066387978,0.00862914838020007,"Significant","Upregulated"
"ENSG00000275860.1","ENSG00000275860",NA,NA,18.1992077513194,3.29606105108442,1.14776282675715,2.87172660957926,0.00408235971544451,0.00862948161767834,"Significant","Upregulated"
"ENSG00000225638.1","ENSG00000225638",NA,NA,12.5362148358892,4.27293969910221,1.48819092295071,2.87123085701265,0.00408876799354821,0.0086419488211956,"Significant","Upregulated"
"ENSG00000249558.1","ENSG00000249558","100421090","RCC2P4",142.368099330925,1.61887955040681,0.563835167692841,2.87119293574949,0.00408925855327458,0.0086426448076307,"Significant","Upregulated"
"ENSG00000279757.1","ENSG00000279757",NA,NA,74.2194672229355,2.21221422525321,0.770506044053572,2.87111858800604,0.00409022049083798,0.00864433695658132,"Significant","Upregulated"
"ENSG00000244422.3","ENSG00000244422",NA,NA,198.114067011805,1.13736893657832,0.39618735490772,2.87078555761387,0.00409453187727809,0.00865276626053185,"Significant","Upregulated"
"ENSG00000252777.1","ENSG00000252777","124904809","LOC124904809",23.3124804208639,2.61891340734458,0.91230010935738,2.8706709343588,0.00409601673510424,0.00865522154671188,"Significant","Upregulated"
"ENSG00000232451.1","ENSG00000232451","107985792","LOC107985792",97.3791323918407,-1.86195317799264,0.648655973199098,-2.87047873591558,0.00409850761772317,0.00866014352596381,"Significant","Downregulated"
"ENSG00000200385.1","ENSG00000200385",NA,NA,143.476592037487,1.19579401392181,0.416601176156888,2.87035678812267,0.00410008876801319,0.00866314292916586,"Significant","Upregulated"
"ENSG00000281128.1","ENSG00000281128","101243555","PTENP1-AS",136.153581824774,-1.40782859167854,0.490533874258483,-2.8699926051115,0.00410481398655454,0.00867244308000595,"Significant","Downregulated"
