"gene_id","ensembl_id_clean","entrez_id","gene_symbol","logFC","logCPM","LR","PValue","FDR","significance","direction"
"ENSG00000254244.1","ENSG00000254244",NA,NA,1.8575782061916,2.57145991739299,215.236437985507,9.89666030393466e-49,3.15108166474207e-47,"Significant","Upregulated"
"ENSG00000110328.5","ENSG00000110328","374378","GALNT18",-1.49940861542476,4.83266571246744,215.081586872571,1.06971729531824e-48,3.39739521880382e-47,"Significant","Downregulated"
"ENSG00000217801.9","ENSG00000217801",NA,NA,3.01524616758525,1.89123981508168,214.980828835898,1.12525038893183e-48,3.56927727011807e-47,"Significant","Upregulated"
"ENSG00000178999.12","ENSG00000178999","9212","AURKB",3.37165756255903,3.44351067951357,214.713590334187,1.28690626968744e-48,4.07692552112147e-47,"Significant","Upregulated"
"ENSG00000262880.1","ENSG00000262880",NA,NA,3.72122073123363,2.32487136385633,214.455730932717,1.46486949731591e-48,4.63489848843727e-47,"Significant","Upregulated"
"ENSG00000148773.13","ENSG00000148773","4288","MKI67",3.05140480452999,5.96908936619283,214.235331102781,1.63636203584003e-48,5.17102691400812e-47,"Significant","Upregulated"
"ENSG00000138685.13","ENSG00000138685","2247","FGF2",-1.67846428784548,2.8639477920087,214.21654697941,1.65187500675985e-48,5.21352400570992e-47,"Significant","Downregulated"
"ENSG00000198624.12","ENSG00000198624","26112","CCDC69",-1.57170673246715,5.56235852835267,214.169090393644,1.69172559876614e-48,5.33263166582351e-47,"Significant","Downregulated"
"ENSG00000249859.9","ENSG00000249859","5820","PVT1",2.66833221012443,3.44189624260103,214.137285692149,1.71896953231124e-48,5.41175333183624e-47,"Significant","Upregulated"
"ENSG00000130755.12","ENSG00000130755","9535","GMFG",-1.56016098505841,4.46147493977061,214.018172056493,1.82495892779214e-48,5.73827994617978e-47,"Significant","Downregulated"
"ENSG00000203499.11","ENSG00000203499","642574","IQANK1",2.19301647082323,4.91071959597775,213.960197386518,1.87888598619549e-48,5.90049655042911e-47,"Significant","Upregulated"
"ENSG00000250722.5","ENSG00000250722","6414","SELENOP",-1.762879665508,8.26349543493017,213.922921625195,1.91439805577505e-48,6.00455111928748e-47,"Significant","Downregulated"
"ENSG00000111344.11","ENSG00000111344","8437","RASAL1",3.93663544103544,3.09038201332091,213.839160912901,1.99666366472954e-48,6.25480904103675e-47,"Significant","Upregulated"
"ENSG00000125459.14","ENSG00000125459","55154","MSTO1",1.34963672127032,4.83951816579083,213.834270489286,2.00157458279681e-48,6.26242337559314e-47,"Significant","Upregulated"
"ENSG00000157152.16","ENSG00000157152","6854","SYN2",-2.6195622805173,-0.27279211696746,213.671879317614,2.17169100965083e-48,6.77787716967539e-47,"Significant","Downregulated"
"ENSG00000239672.7","ENSG00000239672","4830","NME1",2.09012447298903,6.41549874541712,213.546817157012,2.31249555531969e-48,7.20841978719344e-47,"Significant","Upregulated"
"ENSG00000172476.4","ENSG00000172476","142684","RAB40A",-1.76467514343913,0.590977608910171,213.497008050689,2.37108437039547e-48,7.38193702442851e-47,"Significant","Downregulated"
"ENSG00000029993.14","ENSG00000029993","3149","HMGB3",3.42745885314643,7.8072649258272,213.258601694412,2.67273982985793e-48,8.31083841922203e-47,"Significant","Upregulated"
"ENSG00000234405.1","ENSG00000234405",NA,NA,-1.81581081598935,-1.23842556275382,213.138436300145,2.83904017614393e-48,8.8170879959973e-47,"Significant","Downregulated"
"ENSG00000141934.9","ENSG00000141934","8612","PLPP2",2.35520675427544,6.12355428831149,213.100477678647,2.89369310604721e-48,8.97578098704989e-47,"Significant","Upregulated"
"ENSG00000166123.13","ENSG00000166123","84706","GPT2",3.33692328606248,5.85009722533061,212.957848340138,3.10862324033147e-48,9.63062922639622e-47,"Significant","Upregulated"
"ENSG00000265107.2","ENSG00000265107","2702","GJA5",-1.73196865390421,5.05527891310651,212.929590143383,3.15306432275619e-48,9.75633836829301e-47,"Significant","Downregulated"
"ENSG00000088320.3","ENSG00000088320","28954","REM1",-1.71521506485,0.316905055593006,212.418139080999,4.07671571445994e-48,1.2598897805924e-46,"Significant","Downregulated"
"ENSG00000169282.17","ENSG00000169282","7881","KCNAB1",-1.66445568074591,1.77600369075321,212.409532219797,4.09437956785284e-48,1.26380183017991e-46,"Significant","Downregulated"
"ENSG00000196549.10","ENSG00000196549","4311","MME",-2.56208069450942,4.60380021188107,212.370367587349,4.17572862376482e-48,1.28733787571963e-46,"Significant","Downregulated"
"ENSG00000112419.14","ENSG00000112419","9749","PHACTR2",-1.49796661309383,5.3351332058464,212.18202647817,4.59008690119122e-48,1.41163342470374e-46,"Significant","Downregulated"
"ENSG00000165124.17","ENSG00000165124","79987","SVEP1",-2.12319917628786,4.7335442410735,212.136772318275,4.69562725979569e-48,1.44233446085866e-46,"Significant","Downregulated"
"ENSG00000183317.16","ENSG00000183317","284656","EPHA10",3.54694491945223,3.2120110772811,211.9339465119,5.19927130999341e-48,1.59509600614853e-46,"Significant","Upregulated"
"ENSG00000203761.5","ENSG00000203761",NA,NA,1.3898896685628,3.9730143569322,211.645488183701,6.00998567387347e-48,1.84157922669455e-46,"Significant","Upregulated"
"ENSG00000278324.1","ENSG00000278324",NA,NA,2.85417798304283,-1.07319158130353,211.600321376799,6.14790576664515e-48,1.88155724487301e-46,"Significant","Upregulated"
"ENSG00000121152.9","ENSG00000121152","23397","NCAPH",2.94763898770641,3.45965553487492,211.498613522611,6.47017782272431e-48,1.97779079716666e-46,"Significant","Upregulated"
"ENSG00000079819.18","ENSG00000079819","2037","EPB41L2",-1.45599300233381,5.48281444154913,211.477572066783,6.53893041342693e-48,1.99639001219609e-46,"Significant","Downregulated"
"ENSG00000198901.13","ENSG00000198901","9055","PRC1",2.47903409899935,4.81582101583903,211.408077789046,6.77123545705156e-48,2.06481792337071e-46,"Significant","Upregulated"
"ENSG00000239697.10","ENSG00000239697","8742","TNFSF12",-1.29159834776799,4.92092587182243,211.359479918383,6.93857474014476e-48,2.11329401223058e-46,"Significant","Downregulated"
"ENSG00000114200.9","ENSG00000114200","590","BCHE",-2.51131162481247,1.9125797484448,211.24502953192,7.34918846772926e-48,2.23565854965899e-46,"Significant","Downregulated"
"ENSG00000117791.15","ENSG00000117791","54996","MTARC2",-1.55698296765009,4.04976191861507,211.150756277714,7.70560235997763e-48,2.3412605774618e-46,"Significant","Downregulated"
"ENSG00000213070.3","ENSG00000213070","729952","HMGB3P6",3.33774338743335,1.98655636161233,210.98910018749,8.35746446565811e-48,2.53626947468031e-46,"Significant","Upregulated"
"ENSG00000165140.9","ENSG00000165140","2203","FBP1",-1.72835122810425,6.74632367355301,210.856333065596,8.93387705925021e-48,2.70794071871559e-46,"Significant","Downregulated"
"ENSG00000185640.5","ENSG00000185640","338785","KRT79",-3.09870681853609,-1.56102171172581,210.767340780286,9.34233030420323e-48,2.82496404611769e-46,"Significant","Downregulated"
"ENSG00000106004.4","ENSG00000106004","3202","HOXA5",-1.69816054242587,2.44454720097116,210.653051261816,9.89440220321285e-48,2.98832250273829e-46,"Significant","Downregulated"
"ENSG00000162614.18","ENSG00000162614","91624","NEXN",-1.60152882596628,3.63535995937152,210.645369902252,9.93265591889609e-48,2.9962918673382e-46,"Significant","Downregulated"
"ENSG00000078114.18","ENSG00000078114","10529","NEBL",-1.71015547936448,6.0302642376254,210.564447417025,1.03447535275187e-47,3.11688164458614e-46,"Significant","Downregulated"
"ENSG00000213918.10","ENSG00000213918","1773","DNASE1",1.11101219597795,5.70403770290346,210.541753375558,1.04633627931014e-47,3.14886111040546e-46,"Significant","Upregulated"
"ENSG00000230650.1","ENSG00000230650","442041","LOC442041",3.98586359837704,1.60536896504176,210.375213862824,1.13764068836739e-47,3.41955830245098e-46,"Significant","Upregulated"
"ENSG00000136153.19","ENSG00000136153","4008","LMO7",-1.47990855053286,8.00708991992998,209.678290725202,1.61455892874093e-47,4.84732442232814e-46,"Significant","Downregulated"
"ENSG00000203883.6","ENSG00000203883","54345","SOX18",-1.71541409905271,2.76884498051607,209.63634645062,1.64894064079482e-47,4.94466772439768e-46,"Significant","Downregulated"
"ENSG00000135069.13","ENSG00000135069","29968","PSAT1",3.42895072204757,4.44184406274253,209.462245860903,1.79965482756972e-47,5.39021171308516e-46,"Significant","Upregulated"
"ENSG00000117834.12","ENSG00000117834","200010","SLC5A9",-2.65938302254452,1.5105233034281,209.393483671749,1.86290782508999e-47,5.57305209427692e-46,"Significant","Downregulated"
"ENSG00000184661.13","ENSG00000184661","157313","CDCA2",2.89762941281764,2.27813397258224,209.358094909301,1.89632294039987e-47,5.66630271268123e-46,"Significant","Upregulated"
"ENSG00000279117.1","ENSG00000279117",NA,NA,-1.86886727806076,4.63705422771862,209.313360177202,1.93942189144136e-47,5.78823443699798e-46,"Significant","Downregulated"
"ENSG00000267396.1","ENSG00000267396",NA,NA,-1.89766880383059,2.38579039512008,208.876540913335,2.41532620900263e-47,7.19157682206456e-46,"Significant","Downregulated"
"ENSG00000143320.8","ENSG00000143320","1382","CRABP2",5.52841440307027,7.17809046061162,208.857154538068,2.43896438335372e-47,7.25340538460519e-46,"Significant","Upregulated"
"ENSG00000008300.16","ENSG00000008300","1951","CELSR3",3.32143194111891,3.81538730364279,208.746470533902,2.5784232890678e-47,7.65913054419682e-46,"Significant","Upregulated"
"ENSG00000163467.11","ENSG00000163467","128229","TSACC",3.09577506910415,-0.642411186459626,208.708584186722,2.62796862934877e-47,7.79713042566711e-46,"Significant","Upregulated"
"ENSG00000107438.8","ENSG00000107438","9124","PDLIM1",-1.14475692747549,7.05962459403752,208.664911953325,2.68626280661633e-47,7.96073352162626e-46,"Significant","Downregulated"
"ENSG00000143382.14","ENSG00000143382","54507","ADAMTSL4",-1.92622399181672,5.1890283707588,208.600806025748,2.77418246032887e-47,8.21164512788319e-46,"Significant","Downregulated"
"ENSG00000080031.9","ENSG00000080031","5794","PTPRH",5.17057163493134,3.7541544540982,208.202917304535,3.38802151023949e-47,1.00168799896999e-45,"Significant","Upregulated"
"ENSG00000274415.1","ENSG00000274415",NA,NA,-1.72001402505577,3.05291360502771,207.983502437708,3.78284288571848e-47,1.11711111136264e-45,"Significant","Downregulated"
"ENSG00000179428.2","ENSG00000179428","541472","IL6-AS1",-2.33741389702006,0.0375674160064319,207.90433038487,3.9363363089041e-47,1.16108125541495e-45,"Significant","Downregulated"
"ENSG00000184445.11","ENSG00000184445","9735","KNTC1",2.06827545472267,4.56954975586122,207.58497535113,4.62136138228689e-47,1.3615490494908e-45,"Significant","Upregulated"
"ENSG00000279662.1","ENSG00000279662",NA,NA,-2.60532441858816,1.89070933282763,207.494025638314,4.83741864868478e-47,1.42354293077671e-45,"Significant","Downregulated"
"ENSG00000171051.8","ENSG00000171051","2357","FPR1",-1.9883201458512,3.97981680043237,207.481727477046,4.86739885739718e-47,1.43069794820048e-45,"Significant","Downregulated"
"ENSG00000124067.16","ENSG00000124067","6560","SLC12A4",-1.10341489957561,5.52937067801478,207.443187252573,4.96256032117625e-47,1.45697308778348e-45,"Significant","Downregulated"
"ENSG00000123213.22","ENSG00000123213","57486","NLN",1.34203616096472,5.01274863595738,207.134233491845,5.79581951770158e-47,1.69766411835786e-45,"Significant","Upregulated"
"ENSG00000235385.1","ENSG00000235385","109729169","LINC02154",-3.42608794656854,0.192501232740016,206.902119034221,6.51266952663935e-47,1.90542749569081e-45,"Significant","Downregulated"
"ENSG00000114853.13","ENSG00000114853","92999","ZBTB47",-1.16487459610846,3.637598508551,206.357134673976,8.56383324924518e-47,2.50264150127537e-45,"Significant","Downregulated"
"ENSG00000035141.7","ENSG00000035141","84908","FAM136A",1.09869844883695,5.31170961671697,206.29387105965,8.84039505795622e-47,2.58047554703279e-45,"Significant","Upregulated"
"ENSG00000159433.11","ENSG00000159433","57519","STARD9",-1.78473664490494,3.4236248110884,206.079636489251,9.84499737330861e-47,2.8703965205389e-45,"Significant","Downregulated"
"ENSG00000113231.13","ENSG00000113231","8622","PDE8B",-1.54221536348745,2.55141611055807,206.057267228838,9.95626336792676e-47,2.89948897089715e-45,"Significant","Downregulated"
"ENSG00000158315.10","ENSG00000158315","54933","RHBDL2",2.58797428903678,3.06979492509037,205.791998187004,1.13756413077298e-46,3.30902727395011e-45,"Significant","Upregulated"
"ENSG00000140945.16","ENSG00000140945","1012","CDH13",-1.86064378851228,3.64108547859931,205.630570902364,1.23366761053926e-46,3.58445034505244e-45,"Significant","Downregulated"
"ENSG00000244280.1","ENSG00000244280",NA,NA,-3.24708026435403,0.864745314928211,205.046109008258,1.65472049603862e-46,4.79128873904578e-45,"Significant","Downregulated"
"ENSG00000101665.8","ENSG00000101665","4092","SMAD7",-1.16176575482309,4.82878348272305,204.252214573838,2.46576096626289e-46,7.13150041662906e-45,"Significant","Downregulated"
"ENSG00000265393.1","ENSG00000265393",NA,NA,2.51449243769672,0.580463501488036,204.158140293632,2.58510402327359e-46,7.46811115373396e-45,"Significant","Upregulated"
"ENSG00000124602.9","ENSG00000124602","222643","UNC5CL",3.09176781723291,3.87393720834995,203.820496695448,3.06303797741955e-46,8.83870238764185e-45,"Significant","Upregulated"
"ENSG00000135476.11","ENSG00000135476","9700","ESPL1",3.07577143352622,3.56223466361947,203.537401572981,3.53121879785003e-46,1.01780529026159e-44,"Significant","Upregulated"
"ENSG00000163808.16","ENSG00000163808","56992","KIF15",2.65122778630744,2.68649572482015,203.197560132972,4.18870372856682e-46,1.2059359229485e-44,"Significant","Upregulated"
"ENSG00000244953.1","ENSG00000244953",NA,NA,-1.90301494889365,2.09777485918594,203.110301685381,4.37642960206109e-46,1.25854750595035e-44,"Significant","Downregulated"
"ENSG00000251018.2","ENSG00000251018",NA,NA,3.11260682169624,-0.878991740676886,203.023486583844,4.57155078665537e-46,1.31316366111788e-44,"Significant","Upregulated"
"ENSG00000109674.3","ENSG00000109674","55247","NEIL3",4.26996559871665,1.92767519113452,202.895105983336,4.87615021190862e-46,1.39906723523273e-44,"Significant","Upregulated"
"ENSG00000139304.12","ENSG00000139304","374462","PTPRQ",-3.65155510235731,0.280737135905425,202.826007006628,5.04841422053015e-46,1.44684915611993e-44,"Significant","Downregulated"
"ENSG00000100311.16","ENSG00000100311","5155","PDGFB",-1.54834293116117,4.53187415857106,202.785507460683,5.15219500321766e-46,1.47491804576239e-44,"Significant","Downregulated"
"ENSG00000167210.16","ENSG00000167210","125336","LOXHD1",-2.26410408374599,-0.901616934439477,202.711980468473,5.34609246401698e-46,1.52696254099507e-44,"Significant","Downregulated"
"ENSG00000100196.10","ENSG00000100196","11015","KDELR3",2.16736537764547,5.42811930000104,202.644241568092,5.53117828072111e-46,1.57804203853025e-44,"Significant","Upregulated"
"ENSG00000125319.14","ENSG00000125319","78995","HROB",2.65908213042596,2.35804516477407,202.587359938139,5.69153904566894e-46,1.62196015083629e-44,"Significant","Upregulated"
"ENSG00000203995.9","ENSG00000203995","440590","ZYG11A",5.42967237465244,1.3785186870267,202.502087438121,5.94069077053935e-46,1.69105412925984e-44,"Significant","Upregulated"
"ENSG00000158352.15","ENSG00000158352","57477","SHROOM4",-1.78493892394286,4.72386850601997,202.45792302884,6.07398945009391e-46,1.72705134713312e-44,"Significant","Downregulated"
"ENSG00000146670.9","ENSG00000146670","113130","CDCA5",2.89844243795843,4.19463057527783,202.225703183113,6.82569281047058e-46,1.93860424939901e-44,"Significant","Upregulated"
"ENSG00000169258.6","ENSG00000169258","114787","GPRIN1",2.64648632489382,3.08742212406389,202.048029163415,7.46306435449519e-46,2.11724620097359e-44,"Significant","Upregulated"
"ENSG00000172403.10","ENSG00000172403","171024","SYNPO2",-1.86364888572303,4.26671365086808,202.016118855779,7.58368679006798e-46,2.14905171450535e-44,"Significant","Downregulated"
"ENSG00000166923.10","ENSG00000166923","26585","GREM1",4.98455891314115,5.69721101708123,202.0035150071,7.63186529764152e-46,2.16027989798375e-44,"Significant","Upregulated"
"ENSG00000131153.8","ENSG00000131153","51659","GINS2",2.77811097450851,3.25540353168574,201.974431590624,7.74420862113025e-46,2.18962512289941e-44,"Significant","Upregulated"
"ENSG00000159259.7","ENSG00000159259","8208","CHAF1B",1.85955555457786,3.36895365845601,201.933065678317,7.90685156096376e-46,2.23311068302879e-44,"Significant","Upregulated"
"ENSG00000197879.14","ENSG00000197879","4641","MYO1C",-1.03273855731621,7.69781188724039,201.796344646201,8.46911109845324e-46,2.38923559916029e-44,"Significant","Downregulated"
"ENSG00000104974.11","ENSG00000104974","11024","LILRA1",-1.68073558142835,0.449229746169803,201.773799856456,8.56559222273431e-46,2.41375712089083e-44,"Significant","Downregulated"
"ENSG00000136404.15","ENSG00000136404","53346","TM6SF1",-1.41081575252679,2.92605310174938,201.67723048544,8.99145787294959e-46,2.52892865519612e-44,"Significant","Downregulated"
"ENSG00000185483.11","ENSG00000185483","4919","ROR1",-1.8617939733243,3.39035807233967,201.676595245661,8.99432822038939e-46,2.52892865519612e-44,"Significant","Downregulated"
"ENSG00000261634.3","ENSG00000261634","102723548","PAQR5-DT",-2.7930166595162,-0.265294972325953,201.605591265774,9.32100570933818e-46,2.617865107398e-44,"Significant","Downregulated"
"ENSG00000138346.14","ENSG00000138346","1763","DNA2",2.1630441534641,2.80383704202087,201.601589228328,9.33976769361849e-46,2.62021993884637e-44,"Significant","Upregulated"
"ENSG00000131370.15","ENSG00000131370","9467","SH3BP5",-1.36559122146703,5.95355252853501,201.444507041265,1.01067997053984e-45,2.83225955340293e-44,"Significant","Downregulated"
"ENSG00000254230.1","ENSG00000254230",NA,NA,-1.28506351007031,1.98028428230312,201.378829477662,1.04458908413728e-45,2.9240387788672e-44,"Significant","Downregulated"
"ENSG00000155660.10","ENSG00000155660","9601","PDIA4",1.7043951118529,8.6076753080287,201.341532581763,1.0643494310842e-45,2.97605302164396e-44,"Significant","Upregulated"
"ENSG00000102384.13","ENSG00000102384","2491","CENPI",2.69772568774965,2.04703643167875,201.288587831443,1.09304387150625e-45,3.0529053884581e-44,"Significant","Upregulated"
"ENSG00000155465.18","ENSG00000155465","9056","SLC7A7",-1.5218792568505,5.18758959626845,201.275258329754,1.10038914810836e-45,3.07002492824177e-44,"Significant","Downregulated"
"ENSG00000230530.1","ENSG00000230530",NA,NA,-1.2515311486097,4.17662044149402,200.693859837109,1.47372832315864e-45,4.10708238757532e-44,"Significant","Downregulated"
"ENSG00000133116.7","ENSG00000133116","9365","KL",-2.38949046920516,2.2634056169314,200.653329498241,1.50404874767968e-45,4.18695995922429e-44,"Significant","Downregulated"
"ENSG00000158186.12","ENSG00000158186","22808","MRAS",-1.18930805737837,4.36971002720698,200.402011798948,1.70649238690739e-45,4.7452892375578e-44,"Significant","Downregulated"
"ENSG00000119969.14","ENSG00000119969","3070","HELLS",2.3282953450326,3.69897697664727,200.342972383654,1.7578748797833e-45,4.88279239160049e-44,"Significant","Upregulated"
"ENSG00000110492.15","ENSG00000110492","4192","MDK",2.98850464710488,7.95884432967962,200.321769516255,1.77670311116669e-45,4.92966778613711e-44,"Significant","Upregulated"
"ENSG00000259945.1","ENSG00000259945",NA,NA,-1.418851276275,2.05980547674941,200.056660499286,2.02986575641307e-45,5.62591443289502e-44,"Significant","Downregulated"
"ENSG00000164764.10","ENSG00000164764","157869","SBSPON",-2.35925551257135,2.29170642032696,199.849739218756,2.25227918585806e-45,6.2355040749704e-44,"Significant","Downregulated"
"ENSG00000170417.15","ENSG00000170417","130827","TMEM182",1.46682482266311,2.81234751688538,199.46164464181,2.73724618414812e-45,7.56984982514303e-44,"Significant","Upregulated"
"ENSG00000129226.13","ENSG00000129226","968","CD68",-1.61783991486161,7.95808075003252,199.353835315131,2.88961915800678e-45,7.9824938862706e-44,"Significant","Downregulated"
"ENSG00000171522.5","ENSG00000171522","5734","PTGER4",-1.6385235849817,3.91362548779677,199.260439259679,3.02846154452793e-45,8.35689896587821e-44,"Significant","Downregulated"
"ENSG00000100292.16","ENSG00000100292","3162","HMOX1",-1.76448349123731,6.08561049204557,199.235009612966,3.06740756028734e-45,8.45512811022872e-44,"Significant","Downregulated"
"ENSG00000115507.9","ENSG00000115507","5013","OTX1",3.24512157411022,2.2633692695265,199.188636351782,3.13972320308505e-45,8.64502411719677e-44,"Significant","Upregulated"
"ENSG00000184500.14","ENSG00000184500","5627","PROS1",-1.56898716109043,5.59818095775443,199.185607666416,3.14450509396048e-45,8.64875916311636e-44,"Significant","Downregulated"
"ENSG00000049283.17","ENSG00000049283","55040","EPN3",3.0050895823309,3.98405076343755,199.166425139191,3.17496135764896e-45,8.72302495313152e-44,"Significant","Upregulated"
"ENSG00000183048.11","ENSG00000183048","1468","SLC25A10",2.07810121137387,5.11398435507097,199.13182036737,3.23065168685898e-45,8.86638309146765e-44,"Significant","Upregulated"
"ENSG00000148175.12","ENSG00000148175","2040","STOM",-1.28495797667612,8.04917765654091,199.035062548483,3.39160551675378e-45,9.29800734989319e-44,"Significant","Downregulated"
"ENSG00000233589.1","ENSG00000233589","138842260","DEPDC1-AS2",4.53871127023371,-0.547691844745841,199.026322431711,3.40653352560822e-45,9.32880314404361e-44,"Significant","Upregulated"
"ENSG00000144218.18","ENSG00000144218","3899","AFF3",-2.4438544387199,3.22207411185042,198.936309025253,3.56415102308015e-45,9.74986448339661e-44,"Significant","Downregulated"
"ENSG00000108823.15","ENSG00000108823","6442","SGCA",-2.08192911396651,2.17089802417259,198.921588034274,3.59061327444436e-45,9.81162278857636e-44,"Significant","Downregulated"
"ENSG00000085514.15","ENSG00000085514","29992","PILRA",-1.3771619014592,3.88031314852598,198.811208696332,3.79539118053551e-45,1.03599818289017e-43,"Significant","Downregulated"
"ENSG00000067177.14","ENSG00000067177","5255","PHKA1",1.58156321987717,4.31627513007318,198.645325459666,4.12531493734212e-45,1.12483884290444e-43,"Significant","Upregulated"
"ENSG00000108773.10","ENSG00000108773","2648","KAT2A",1.60811165220085,5.82897122401466,198.594923531587,4.23112943350519e-45,1.15244646242257e-43,"Significant","Upregulated"
"ENSG00000180440.3","ENSG00000180440","400120","SERTM1",-4.82150475737734,1.14653344122234,198.257862496595,5.01202719593826e-45,1.36367106325695e-43,"Significant","Downregulated"
"ENSG00000167964.12","ENSG00000167964","25837","RAB26",3.59220007992294,1.56609602834021,198.138490443639,5.32186958812832e-45,1.44641426513081e-43,"Significant","Upregulated"
"ENSG00000189057.10","ENSG00000189057","374393","FAM111B",2.69065613564418,3.2990682087417,198.11623111493,5.38173037419501e-45,1.46111086255968e-43,"Significant","Upregulated"
"ENSG00000088340.15","ENSG00000088340","80307","FER1L4",4.20838068664214,3.90094022179604,198.069542929561,5.5094826695629e-45,1.49418826985815e-43,"Significant","Upregulated"
"ENSG00000213088.9","ENSG00000213088","2532","ACKR1",-2.44176494128545,3.97373891301236,197.987048070835,5.74267079212801e-45,1.55575852822361e-43,"Significant","Downregulated"
"ENSG00000104918.7","ENSG00000104918","56729","RETN",-3.01272389953326,1.51424850001884,197.915798494619,5.95200048095866e-45,1.61074019446651e-43,"Significant","Downregulated"
"ENSG00000135929.8","ENSG00000135929","1593","CYP27A1",-1.78988508233757,6.13596060967642,197.871402747007,6.08627549141807e-45,1.6453144527068e-43,"Significant","Downregulated"
"ENSG00000138434.16","ENSG00000138434","6744","ITPRID2",-1.21562515260619,6.83849828856259,197.832053239744,6.20781841126015e-45,1.67637654615944e-43,"Significant","Downregulated"
"ENSG00000104738.16","ENSG00000104738","4173","MCM4",2.1468811339093,6.16596300379525,197.779003293323,6.37553034098986e-45,1.71982655533817e-43,"Significant","Upregulated"
"ENSG00000261888.1","ENSG00000261888",NA,NA,-1.82407326895035,0.577016018673451,197.650896422291,6.79944835918162e-45,1.83222274942345e-43,"Significant","Downregulated"
"ENSG00000111863.12","ENSG00000111863","84830","ADTRP",-2.18831368376776,2.4027616695027,197.536069650503,7.20332384791712e-45,1.93898426264456e-43,"Significant","Downregulated"
"ENSG00000137812.19","ENSG00000137812","57082","KNL1",2.58626107069652,3.08745329875964,197.449614956764,7.52316276509729e-45,2.02292158313037e-43,"Significant","Upregulated"
"ENSG00000158122.11","ENSG00000158122","195827","PRXL2C",-1.0083383194402,3.9159960509535,197.151643374033,8.73833855349102e-45,2.34717351209675e-43,"Significant","Downregulated"
"ENSG00000256940.1","ENSG00000256940","105369340","PPP1R14B-AS1",2.33436945016706,0.907315411764327,197.10914343804,8.92696768555607e-45,2.39529231766849e-43,"Significant","Upregulated"
"ENSG00000128016.5","ENSG00000128016","7538","ZFP36",-1.91221460917953,8.06886009004088,196.990474081627,9.47550060823668e-45,2.5397761662141e-43,"Significant","Downregulated"
"ENSG00000180061.9","ENSG00000180061","284417","TMEM150B",-1.91979953128706,1.59222532921054,196.865822119285,1.0088023425498e-44,2.70108699332344e-43,"Significant","Downregulated"
"ENSG00000127528.5","ENSG00000127528","10365","KLF2",-1.80946579590953,4.72709183997454,196.583111140629,1.16279982206948e-44,3.11011999019409e-43,"Significant","Downregulated"
"ENSG00000103175.10","ENSG00000103175","58189","WFDC1",-1.9274148672629,2.53071573279204,196.267973758019,1.36232614725104e-44,3.63993363935888e-43,"Significant","Downregulated"
"ENSG00000260894.1","ENSG00000260894",NA,NA,-1.47004218700698,1.70040973211632,195.902274797997,1.63716542079517e-44,4.36963950419211e-43,"Significant","Downregulated"
"ENSG00000166313.18","ENSG00000166313","322","APBB1",-1.44353635872872,4.37749487000483,195.658434558969,1.85058720781224e-44,4.92884772257924e-43,"Significant","Downregulated"
"ENSG00000140092.14","ENSG00000140092","10516","FBLN5",-1.8592957328056,5.73576680339156,195.628583854861,1.87855690481075e-44,4.99806989352651e-43,"Significant","Downregulated"
"ENSG00000162063.12","ENSG00000162063","899","CCNF",1.8639476392879,3.95437170459767,195.623473841987,1.88338711953209e-44,5.00564646116482e-43,"Significant","Upregulated"
"ENSG00000126458.3","ENSG00000126458","6237","RRAS",-1.4236405503792,5.54156754609207,195.346161970752,2.16502079311126e-44,5.74811882284608e-43,"Significant","Downregulated"
"ENSG00000184343.10","ENSG00000184343","26576","SRPK3",3.38577996006124,3.74758038602107,195.325511632916,2.18760527811431e-44,5.80197958688112e-43,"Significant","Upregulated"
"ENSG00000173868.11","ENSG00000173868","162466","PHOSPHO1",-1.92121906298652,-0.536508203486614,194.96639057017,2.62027410901749e-44,6.93597223946219e-43,"Significant","Downregulated"
"ENSG00000110203.8","ENSG00000110203","2352","FOLR3",-3.39665924281401,-0.02927127632159,194.966093603091,2.6206651813723e-44,6.93597223946219e-43,"Significant","Downregulated"
"ENSG00000152818.18","ENSG00000152818","7402","UTRN",-1.4196267643975,6.8517525160684,194.781622442066,2.87522900155867e-44,7.60174419480155e-43,"Significant","Downregulated"
"ENSG00000143217.8","ENSG00000143217","81607","NECTIN4",2.26920707418404,5.74119183988627,194.707029036366,2.98505635097499e-44,7.88385855708865e-43,"Significant","Upregulated"
"ENSG00000233077.1","ENSG00000233077","101927586","LINC01271",2.64441939112235,1.258153068332,194.665132383744,3.04857257705143e-44,8.04319843238993e-43,"Significant","Upregulated"
"ENSG00000203999.8","ENSG00000203999","284751","LINC01270",2.7143903552865,2.02796930758221,194.65268206436,3.06770674122215e-44,8.0852325166094e-43,"Significant","Upregulated"
"ENSG00000186074.18","ENSG00000186074","146722","CD300LF",-1.84336174755993,3.28158482958414,194.443917641603,3.40703925743598e-44,8.97021211793546e-43,"Significant","Downregulated"
"ENSG00000159339.13","ENSG00000159339","23569","PADI4",-2.64040040863559,-1.52525234653386,194.048638714921,4.15573944319532e-44,1.0930027625129e-42,"Significant","Downregulated"
"ENSG00000085840.12","ENSG00000085840","4998","ORC1",2.6764827752527,2.52973873546388,193.888039997397,4.50505254720061e-44,1.18364278630872e-42,"Significant","Upregulated"
