"gene_id","ensembl_id_clean","entrez_id","gene_symbol","logFC","logCPM","LR","PValue","FDR","significance","direction"
"ENSG00000165312.6","ENSG00000165312","220213","OTUD1",-2.17824012353371,4.37435682575129,1036.57229768681,2.0179379448992e-227,5.09509151707599e-223,"Significant","Downregulated"
"ENSG00000182010.10","ENSG00000182010","219790","RTKN2",-4.12045569113204,5.28855665008629,1002.61970971989,4.83989754513287e-220,6.110128655853e-216,"Significant","Downregulated"
"ENSG00000116016.13","ENSG00000116016","2034","EPAS1",-2.78370846189753,8.99270822472831,999.984983679231,1.8093804881947e-219,1.5228349315476e-215,"Significant","Downregulated"
"ENSG00000168309.16","ENSG00000168309","11170","FAM107A",-4.60094539980411,5.01682469651941,978.673145178909,7.76256636542056e-215,4.8999259540126e-211,"Significant","Downregulated"
"ENSG00000102760.12","ENSG00000102760","28984","RGCC",-2.95001635667196,5.9436066533505,946.352311593534,8.23497905657986e-208,4.1584997239917e-204,"Significant","Downregulated"
"ENSG00000010319.6","ENSG00000010319","56920","SEMA3G",-3.29379897312453,3.73612963192989,937.153616381814,8.22716741239166e-206,3.46212916659128e-202,"Significant","Downregulated"
"ENSG00000235387.2","ENSG00000235387","158376","SPAAR",-2.79059452882573,0.214388038829497,933.205752629101,5.93516497645425e-205,2.14081400700705e-201,"Significant","Downregulated"
"ENSG00000170989.8","ENSG00000170989","1901","S1PR1",-2.90956267321631,5.03307015034412,925.080792581952,3.46449754982526e-203,1.09343873294422e-199,"Significant","Downregulated"
"ENSG00000256013.1","ENSG00000256013",NA,NA,-2.8756207034548,5.53314649766363,918.160413463433,1.10664549606855e-201,3.10463245891499e-198,"Significant","Downregulated"
"ENSG00000122679.8","ENSG00000122679","10268","RAMP3",-3.29680193517416,4.36822338289678,911.33899404709,3.36416052677188e-200,8.49416891404633e-197,"Significant","Downregulated"
"ENSG00000120156.20","ENSG00000120156","7010","TEK",-3.30809722388287,4.1432337603834,910.918625265212,4.15201198748531e-200,9.5303773338197e-197,"Significant","Downregulated"
"ENSG00000135604.9","ENSG00000135604","8676","STX11",-3.04734600490324,3.34003867718536,908.795993377667,1.201400306319e-199,2.52784636118738e-196,"Significant","Downregulated"
"ENSG00000213853.9","ENSG00000213853","2013","EMP2",-2.80210830556412,8.39502146920691,900.814509357394,6.52764122603384e-198,1.26781856397022e-194,"Significant","Downregulated"
"ENSG00000261371.5","ENSG00000261371","5175","PECAM1",-2.37791652402033,7.78750749181803,888.616806545346,2.92689829729536e-195,5.27866107917218e-192,"Significant","Downregulated"
"ENSG00000139567.12","ENSG00000139567","94","ACVRL1",-2.62987314096572,5.38111629120218,878.693344554212,4.204294489455e-193,7.07694877094995e-190,"Significant","Downregulated"
"ENSG00000136160.14","ENSG00000136160","1910","EDNRB",-3.5499328464448,4.85050216820107,837.235618588745,4.33106225057625e-184,6.83468692279998e-181,"Significant","Downregulated"
"ENSG00000131477.10","ENSG00000131477","10266","RAMP2",-2.94962937783938,4.20154448982234,825.930938575525,1.24256587957233e-181,1.84550269960717e-178,"Significant","Downregulated"
"ENSG00000142748.12","ENSG00000142748","8547","FCN3",-4.60502540414581,4.83301114236478,821.986863409426,8.9495538450564e-181,1.25537380574349e-177,"Significant","Downregulated"
"ENSG00000132622.10","ENSG00000132622","116835","HSPA12B",-2.86096734194373,2.98365251899536,818.283197292518,5.71505624435949e-180,7.59470816388594e-177,"Significant","Downregulated"
"ENSG00000105227.14","ENSG00000105227","57716","PRX",-3.44671703942265,4.40655028689089,817.420762541145,8.80084279383428e-180,1.11106239850761e-176,"Significant","Downregulated"
"ENSG00000070778.12","ENSG00000070778","11099","PTPN21",-2.51857606358581,4.55552130447201,814.264747395899,4.2725013999346e-179,5.1369708498547e-176,"Significant","Downregulated"
"ENSG00000151718.15","ENSG00000151718","80014","WWC2",-2.387927402762,5.3908868933091,805.522742995046,3.39877574220582e-177,3.90071312340703e-174,"Significant","Downregulated"
"ENSG00000186994.11","ENSG00000186994","256949","KANK3",-2.7758267647096,2.98841200109473,803.75848470076,8.22055752676215e-177,9.02438508666164e-174,"Significant","Downregulated"
"ENSG00000169744.12","ENSG00000169744","9079","LDB2",-2.66639818472191,4.38970076478462,798.144679900286,1.36597167308723e-175,1.43705911557415e-172,"Significant","Downregulated"
"ENSG00000241978.9","ENSG00000241978",NA,NA,-2.60005106940553,6.82779784120802,795.298693692268,5.67823664392148e-175,5.73479188089494e-172,"Significant","Downregulated"
"ENSG00000157654.17","ENSG00000157654","445815","PALM2AKAP2",-2.58957511880409,6.83279709151998,790.556888691688,6.09787723894374e-174,5.92174240023425e-171,"Significant","Downregulated"
"ENSG00000108576.9","ENSG00000108576","6532","SLC6A4",-6.21688530181943,4.38372719554428,780.151275229308,1.11583197441456e-171,1.04346820451827e-168,"Significant","Downregulated"
"ENSG00000154133.14","ENSG00000154133","54538","ROBO4",-2.91075386691269,4.88401693444729,763.918234105084,3.77670544330042e-168,3.40564413349616e-165,"Significant","Downregulated"
"ENSG00000072163.19","ENSG00000072163","55679","LIMS2",-2.88055060811732,4.49922388670761,757.774077473332,8.18556687818579e-167,7.12680614163149e-164,"Significant","Downregulated"
"ENSG00000263155.5","ENSG00000263155","100820829","MYZAP",-3.42734373610886,3.40771761017704,751.442251408495,1.94896747156183e-165,1.64031598964882e-162,"Significant","Downregulated"
"ENSG00000163815.5","ENSG00000163815","7123","CLEC3B",-3.60186448156006,4.92243883002121,745.011328420687,4.87666794789012e-164,3.97196738762186e-161,"Significant","Downregulated"
"ENSG00000107742.12","ENSG00000107742","9806","SPOCK2",-3.27366158702479,6.88154842224393,742.443466731013,1.76390425192524e-163,1.39177557677689e-160,"Significant","Downregulated"
"ENSG00000075914.12","ENSG00000075914","23016","EXOSC7",-1.93173659097483,5.30517611103862,740.427096587692,4.84075587506499e-163,3.70376500271261e-160,"Significant","Downregulated"
"ENSG00000179776.17","ENSG00000179776","1003","CDH5",-2.61476494334516,5.86745966886215,731.418020645888,4.40413185908161e-161,3.27058603852799e-158,"Significant","Downregulated"
"ENSG00000134256.12","ENSG00000134256","9398","CD101",-2.84435502214406,2.52401352916206,727.615100867433,2.95653309353574e-160,2.13284297367669e-157,"Significant","Downregulated"
"ENSG00000254568.1","ENSG00000254568",NA,NA,-2.84071714678907,0.495316672305637,718.997946480686,2.21082296335561e-158,1.55058525004905e-155,"Significant","Downregulated"
"ENSG00000154721.14","ENSG00000154721","58494","JAM2",-2.56744682964424,3.79174093023024,715.535980666507,1.25128280286153e-157,8.53882148363534e-155,"Significant","Downregulated"
"ENSG00000248138.5","ENSG00000248138",NA,NA,-2.65994650434194,0.168860681898348,712.194208473491,6.66846350846199e-157,4.39741922239363e-154,"Significant","Downregulated"
"ENSG00000170323.8","ENSG00000170323","2167","FABP4",-4.96615609541294,4.17597370862356,712.157453042033,6.79232245527948e-157,4.39741922239363e-154,"Significant","Downregulated"
"ENSG00000168497.4","ENSG00000168497","8436","CAVIN2",-3.3652921061237,6.10110730499044,701.318244249972,1.54540980277392e-154,9.75501302755967e-152,"Significant","Downregulated"
"ENSG00000204305.13","ENSG00000204305","177","AGER",-5.08774872103117,8.06487810247767,700.593361508559,2.22164095755794e-154,1.36815152530196e-151,"Significant","Downregulated"
"ENSG00000064989.12","ENSG00000064989","10203","CALCRL",-2.80662725468921,5.4665845359445,693.781192227729,6.73028324297901e-153,4.04602194290422e-150,"Significant","Downregulated"
"ENSG00000249751.3","ENSG00000249751","641700","ECSCR",-2.41627481536129,3.52490825488348,693.381904919183,8.21981665522407e-153,4.82656164483145e-150,"Significant","Downregulated"
"ENSG00000236304.1","ENSG00000236304","139355198","LRRC32-AS1",-2.77087143206153,0.370367349153915,692.241083577037,1.45527436512679e-152,8.35095964661053e-150,"Significant","Downregulated"
"ENSG00000103241.6","ENSG00000103241","2294","FOXF1",-2.80559771568748,3.47771291522841,687.341701454271,1.69188207085579e-151,9.49296231267505e-149,"Significant","Downregulated"
"ENSG00000162367.11","ENSG00000162367","6886","TAL1",-2.84957113065307,1.85974770038126,683.379711382576,1.2301468827204e-150,6.75216926995811e-148,"Significant","Downregulated"
"ENSG00000022267.16","ENSG00000022267","2273","FHL1",-3.46060635375813,5.87129655454015,680.765189069589,4.55536546067017e-150,2.44720047907364e-147,"Significant","Downregulated"
"ENSG00000279686.1","ENSG00000279686",NA,NA,-2.42055331500406,3.26691701453119,678.447873947364,1.45365074011204e-149,7.64650573689353e-147,"Significant","Downregulated"
"ENSG00000166292.11","ENSG00000166292","55273","TMEM100",-4.42202396884451,4.41262532934704,672.081545850269,3.52315616130431e-148,1.81543203911781e-145,"Significant","Downregulated"
"ENSG00000206172.8","ENSG00000206172","3039","HBA1",-4.55080535480487,5.35087925082119,671.990835204887,3.68687729159295e-148,1.86179929470861e-145,"Significant","Downregulated"
"ENSG00000236137.1","ENSG00000236137","101929099","CD101-AS1",-2.28116510281138,0.244511619079378,668.580493766823,2.03379169413899e-147,1.00688640167285e-144,"Significant","Downregulated"
"ENSG00000095370.19","ENSG00000095370","10044","SH2D3C",-2.3646442663353,4.36792526391509,667.482200134122,3.52495719042317e-147,1.71157007886528e-144,"Significant","Downregulated"
"ENSG00000094963.13","ENSG00000094963","2327","FMO2",-3.33064514879905,5.68437964060944,660.940538560666,9.32802854612197e-146,4.44383759926479e-143,"Significant","Downregulated"
"ENSG00000137834.14","ENSG00000137834","4091","SMAD6",-2.63595642803098,3.98552928841293,659.957893038005,1.52577586484953e-145,7.13413237251588e-143,"Significant","Downregulated"
"ENSG00000189129.13","ENSG00000189129","219348","PLAC9",-2.84139353046163,2.3401933083448,658.891201606249,2.60297528373679e-145,1.19495496252855e-142,"Significant","Downregulated"
"ENSG00000166265.11","ENSG00000166265","116159","CYYR1",-2.33437819836817,3.86315417374273,657.09210365388,6.40812743586617e-145,2.88926445764616e-142,"Significant","Downregulated"
"ENSG00000171132.13","ENSG00000171132","5581","PRKCE",-1.96262423774606,4.24427852653517,649.18157793157,3.36590622804728e-143,1.49097835705203e-140,"Significant","Downregulated"
"ENSG00000188536.12","ENSG00000188536","3040","HBA2",-4.46166134023877,6.29564613104503,648.590838341468,4.5245622612801e-143,1.96966676784588e-140,"Significant","Downregulated"
"ENSG00000198873.11","ENSG00000198873","2869","GRK5",-2.56916198214358,4.73331156482349,642.402489647363,1.00330923567626e-141,4.2936533714559e-139,"Significant","Downregulated"
"ENSG00000105974.11","ENSG00000105974","857","CAV1",-3.48526331552784,7.89831631027081,641.059461697407,1.96572458300488e-141,8.27209666604838e-139,"Significant","Downregulated"
"ENSG00000164849.9","ENSG00000164849","115330","GPR146",-2.36304521143101,2.81227410185458,638.076034540016,8.75740514963186e-141,3.62484791185336e-138,"Significant","Downregulated"
"ENSG00000171115.3","ENSG00000171115","155038","GIMAP8",-2.50875814346663,4.36469817302982,633.590478426514,8.27806230662428e-140,3.37117411580575e-137,"Significant","Downregulated"
"ENSG00000254943.1","ENSG00000254943",NA,NA,-2.95895898383693,0.919343409539252,632.790732204069,1.23556268307168e-139,4.95186066426616e-137,"Significant","Downregulated"
"ENSG00000137878.16","ENSG00000137878","145781","GCOM1",-1.93764198240173,4.24637541475047,631.16907945617,2.7832848203304e-139,1.09804935044566e-136,"Significant","Downregulated"
"ENSG00000260908.1","ENSG00000260908",NA,NA,-4.06624186346673,1.58117298733189,625.215075022329,5.489147769256e-138,2.13223833886069e-135,"Significant","Downregulated"
"ENSG00000257607.1","ENSG00000257607",NA,NA,-2.36400278470479,2.54356088487976,624.38966765499,8.29900087500618e-138,3.17487080443987e-135,"Significant","Downregulated"
"ENSG00000238018.2","ENSG00000238018",NA,NA,-1.95918835462301,3.54726946147538,622.834249307135,1.8085082768409e-137,6.81537693760536e-135,"Significant","Downregulated"
"ENSG00000169252.5","ENSG00000169252","154","ADRB2",-3.13667503581652,3.05234216564079,616.793081355948,3.72608857560739e-136,1.38352956537516e-133,"Significant","Downregulated"
"ENSG00000154783.11","ENSG00000154783","152273","FGD5",-2.30443699140166,4.63769096541514,615.263885425743,8.01403344662907e-136,2.93255551440489e-133,"Significant","Downregulated"
"ENSG00000268388.5","ENSG00000268388","400550","FENDRR",-3.93998048110783,3.15074745038462,614.293694264689,1.30276793821439e-135,4.6990839531393e-133,"Significant","Downregulated"
"ENSG00000114790.12","ENSG00000114790","26084","ARHGEF26",-2.73660132541661,4.390592767391,611.737902677598,4.68546348053335e-135,1.6662432030984e-132,"Significant","Downregulated"
"ENSG00000114812.12","ENSG00000114812","7433","VIPR1",-3.30005065346321,4.68524886681324,610.623269786551,8.18816807058794e-135,2.87143132797604e-132,"Significant","Downregulated"
"ENSG00000133800.8","ENSG00000133800","10894","LYVE1",-3.25969223747044,3.5582576739497,605.412598873975,1.11307502149997e-133,3.84986729011682e-131,"Significant","Downregulated"
"ENSG00000228401.4","ENSG00000228401","101928612","LNCEGFL7OS",-3.80058080451933,-1.0688680460956,605.309371183944,1.17213315909764e-133,3.99935001811571e-131,"Significant","Downregulated"
"ENSG00000137507.11","ENSG00000137507","2615","LRRC32",-2.43781631274915,5.34124543043396,604.406765785441,1.84203637281037e-133,6.20127685027854e-131,"Significant","Downregulated"
"ENSG00000233766.7","ENSG00000233766",NA,NA,-3.2714228194364,2.32113377954497,601.595552923525,7.52929542880748e-133,2.5014102668679e-130,"Significant","Downregulated"
"ENSG00000130052.13","ENSG00000130052","9754","STARD8",-2.27926404939678,3.68493403629863,595.746304715909,1.40934412202595e-131,4.62136749831599e-129,"Significant","Downregulated"
"ENSG00000198844.10","ENSG00000198844","22899","ARHGEF15",-2.51718167694087,3.64468382370474,593.155391012557,5.15905420066616e-131,1.67001230144384e-128,"Significant","Downregulated"
"ENSG00000176435.6","ENSG00000176435","161198","CLEC14A",-2.36054865517496,4.83082910022826,589.54470737931,3.14732434595903e-130,1.00590876469772e-127,"Significant","Downregulated"
"ENSG00000144655.14","ENSG00000144655","64651","CSRNP1",-2.45836175438598,5.93187043664627,589.468042047042,3.27052378276428e-130,1.03221818738769e-127,"Significant","Downregulated"
"ENSG00000120279.6","ENSG00000120279","80177","MYCT1",-2.31363430904542,3.23823394877419,587.791635527024,7.57287363668491e-130,2.36058625250194e-127,"Significant","Downregulated"
"ENSG00000244734.3","ENSG00000244734","3043","HBB",-4.3954120258778,6.91310443575351,587.209890304759,1.01344310940246e-129,3.1205396425979e-127,"Significant","Downregulated"
"ENSG00000167588.12","ENSG00000167588","2819","GPD1",-4.02229649393366,3.3889206694471,585.172815437183,2.81123154850318e-129,8.55190185158516e-127,"Significant","Downregulated"
"ENSG00000101331.15","ENSG00000101331","140706","CCM2L",-2.58800166584788,2.07377290852611,581.913868204879,1.43805870102889e-128,4.32256477884267e-126,"Significant","Downregulated"
"ENSG00000150048.10","ENSG00000150048","51267","CLEC1A",-2.34440868177053,1.79114476076171,581.004939932225,2.267180848918e-128,6.73459402992123e-126,"Significant","Downregulated"
"ENSG00000101280.7","ENSG00000101280","51378","ANGPT4",-4.38618385777368,-0.00866232047918421,577.382610529372,1.39129240096752e-127,4.08473742232894e-125,"Significant","Downregulated"
"ENSG00000161835.10","ENSG00000161835","160622","TAMALIN",-2.45541921611737,3.33880174026875,576.100133373836,2.64475831295906e-127,7.6755750165406e-125,"Significant","Downregulated"
"ENSG00000173269.13","ENSG00000173269","79812","MMRN2",-2.17681480043537,4.73604375084492,566.598328052821,3.0851452181472e-125,8.8519126832953e-123,"Significant","Downregulated"
"ENSG00000246430.6","ENSG00000246430","100507632","LINC00968",-3.55448940624358,0.356881303907096,565.175542246176,6.29178212517244e-125,1.78495738065707e-122,"Significant","Downregulated"
"ENSG00000130307.11","ENSG00000130307","83878","USHBP1",-2.42282305800815,1.6793083675454,564.063420792149,1.0982317376969e-124,3.08102812723433e-122,"Significant","Downregulated"
"ENSG00000242435.1","ENSG00000242435","107080637","UPK3BP1",-3.4532813064099,1.10612926374156,561.815833312807,3.38544169080795e-124,9.39329859903406e-122,"Significant","Downregulated"
"ENSG00000171056.7","ENSG00000171056","83595","SOX7",-2.99309600892217,3.22310824101546,561.575471704597,3.81857910835641e-124,1.04799243377055e-121,"Significant","Downregulated"
"ENSG00000157554.18","ENSG00000157554","2078","ERG",-2.20896064577486,4.22434651035924,559.544065746482,1.05633124656715e-123,2.86788254242731e-121,"Significant","Downregulated"
"ENSG00000136114.15","ENSG00000136114","55901","THSD1",-2.2466497886235,2.44078716140541,559.21995433457,1.24252574705634e-123,3.33750346674739e-121,"Significant","Downregulated"
"ENSG00000114854.7","ENSG00000114854","7134","TNNC1",-3.64556336317536,3.54830960052571,557.981886099827,2.31008558264891e-123,6.13972114487394e-121,"Significant","Downregulated"
"ENSG00000104967.6","ENSG00000104967","4858","NOVA2",-2.49082085991369,2.28159913547926,557.349261160149,3.17136544362135e-123,8.34102146729119e-121,"Significant","Downregulated"
"ENSG00000171509.15","ENSG00000171509","59350","RXFP1",-3.17818847287349,0.910180523668342,556.237440787975,5.53486557882712e-123,1.44071980412171e-120,"Significant","Downregulated"
"ENSG00000197465.13","ENSG00000197465","2996","GYPE",-3.35668404410268,-0.325622715571794,555.999406512805,6.23574256930084e-123,1.60659453196201e-120,"Significant","Downregulated"
"ENSG00000112782.15","ENSG00000112782","53405","CLIC5",-3.69790222536119,6.02459967404725,554.510852348039,1.31432772284235e-122,3.35206673475216e-120,"Significant","Downregulated"
"ENSG00000254959.6","ENSG00000254959","100526825","INMT-MINDY4",-2.0399975777014,3.98017362946979,552.197765512283,4.18686101092823e-122,1.05714053664927e-119,"Significant","Downregulated"
"ENSG00000164035.9","ENSG00000164035","51705","EMCN",-2.79915117930011,4.10288926937518,549.095242888772,1.9806687503038e-121,4.95147576994265e-119,"Significant","Downregulated"
"ENSG00000133121.20","ENSG00000133121","90627","STARD13",-2.0630458469662,3.96721917418758,548.430854133976,2.76276525637308e-121,6.83892744687882e-119,"Significant","Downregulated"
"ENSG00000267107.6","ENSG00000267107","100505495","PCAT19",-2.56167853565259,2.57259657823837,546.810817226859,6.21971660059852e-121,1.52467596551953e-118,"Significant","Downregulated"
"ENSG00000225243.5","ENSG00000225243",NA,NA,-3.30430616650062,1.51816734744735,544.547393795216,1.932698836926e-120,4.69218393591775e-118,"Significant","Downregulated"
"ENSG00000159307.18","ENSG00000159307","80274","SCUBE1",-3.65233377073326,2.79841417218312,543.980124656932,2.56785570129454e-120,6.17483700971295e-118,"Significant","Downregulated"
"ENSG00000102683.7","ENSG00000102683","6445","SGCG",-3.8976331772512,-0.393647142829003,543.563828705965,3.16325183109679e-120,7.53480617767574e-118,"Significant","Downregulated"
"ENSG00000127329.15","ENSG00000127329","5787","PTPRB",-2.63143176296757,5.82066917788948,541.428780913454,9.2173268724488e-120,2.17503071217252e-117,"Significant","Downregulated"
"ENSG00000241644.2","ENSG00000241644","11185","INMT",-3.55316727282596,5.66238138777278,541.357518021948,9.55230118903248e-120,2.23320419186927e-117,"Significant","Downregulated"
"ENSG00000215595.1","ENSG00000215595","400831","C20orf202",-2.68060424966281,-1.26588606804636,540.33297529143,1.59585885390118e-119,3.6966825873533e-117,"Significant","Downregulated"
"ENSG00000138821.12","ENSG00000138821","64116","SLC39A8",-2.54618950152242,7.26920065606449,539.625127605367,2.27502020871248e-119,5.22199865907103e-117,"Significant","Downregulated"
"ENSG00000131097.6","ENSG00000131097","51751","HIGD1B",-2.82578979329574,1.90484578255061,538.721423370111,3.57754216715954e-119,8.13778037645147e-117,"Significant","Downregulated"
"ENSG00000197256.10","ENSG00000197256","25959","KANK2",-1.70560807416152,6.43285175411745,531.045121379252,1.67331392537794e-117,3.7722770805239e-115,"Significant","Downregulated"
"ENSG00000121691.4","ENSG00000121691","847","CAT",-1.9710147811013,6.69608444849043,529.75590068882,3.19193456554065e-117,7.13213768542794e-115,"Significant","Downregulated"
"ENSG00000183019.7","ENSG00000183019","199675","MCEMP1",-4.0853535602994,4.46842998991622,528.383215732524,6.34877616058326e-117,1.40614253753129e-114,"Significant","Downregulated"
"ENSG00000150625.16","ENSG00000150625","2823","GPM6A",-4.50418960869518,2.9824663419456,526.8780812977,1.3494068797498e-116,2.9627108092872e-114,"Significant","Downregulated"
"ENSG00000164736.5","ENSG00000164736","64321","SOX17",-2.77368681241969,1.64940907412095,525.670421331802,2.47103768810305e-116,5.37855436094085e-114,"Significant","Downregulated"
"ENSG00000131471.6","ENSG00000131471","8639","AOC3",-2.7075312210243,6.26317452240012,518.523429095983,8.8672777601973e-115,1.9135888561301e-112,"Significant","Downregulated"
"ENSG00000277494.1","ENSG00000277494","338328","GPIHBP1",-3.76792124987119,2.94205716473702,513.426256740794,1.13963071403508e-113,2.43851999141285e-111,"Significant","Downregulated"
"ENSG00000168952.15","ENSG00000168952","29091","STXBP6",-3.4655373860107,3.11345369854246,511.993875073794,2.33564149982734e-113,4.95568169992777e-111,"Significant","Downregulated"
"ENSG00000105538.9","ENSG00000105538","54922","RASIP1",-2.39607331233352,3.63966301826707,510.992004679026,3.8581868679699e-113,8.117946685781e-111,"Significant","Downregulated"
"ENSG00000224215.1","ENSG00000224215","105376453","C10orf67-AS1",-5.02127129056825,-1.24029463683229,510.405081831378,5.17702813509607e-113,1.08028746597554e-110,"Significant","Downregulated"
"ENSG00000258724.1","ENSG00000258724","54984","PINX1",-2.003065632912,2.52336912177879,509.476093171234,8.24521345092648e-113,1.70642126575773e-110,"Significant","Downregulated"
"ENSG00000135363.11","ENSG00000135363","4005","LMO2",-1.9806968862999,3.66735492273014,508.285663281739,1.49694714690683e-112,3.07287955384152e-110,"Significant","Downregulated"
"ENSG00000047648.21","ENSG00000047648","395","ARHGAP6",-2.41858097814758,2.37729212000835,507.935181532396,1.78427508253061e-112,3.63315819022704e-110,"Significant","Downregulated"
"ENSG00000123119.11","ENSG00000123119","64168","NECAB1",-3.1350544504657,2.36301712771931,505.956685856977,4.80762798550782e-112,9.71102392048695e-110,"Significant","Downregulated"
"ENSG00000227051.6","ENSG00000227051","56967","C14orf132",-2.68902521322671,4.36849649216205,503.611677669041,1.55649499447469e-111,3.119043025039e-109,"Significant","Downregulated"
"ENSG00000234281.5","ENSG00000234281",NA,NA,-3.83491466435555,-0.173912243000822,502.563992709711,2.63087405334849e-111,5.23046763566898e-109,"Significant","Downregulated"
"ENSG00000248924.2","ENSG00000248924",NA,NA,-1.73826666152727,-0.293322094358825,501.353273993328,4.82531841786322e-111,9.51831755723659e-109,"Significant","Downregulated"
"ENSG00000120913.23","ENSG00000120913","64236","PDLIM2",-1.95891166222926,4.97339171771389,499.276837121006,1.36557691511328e-110,2.67282569997637e-108,"Significant","Downregulated"
"ENSG00000111961.17","ENSG00000111961","23328","SASH1",-1.91462251729872,5.19182165406029,496.377659587336,5.83611894246681e-110,1.13350897829496e-107,"Significant","Downregulated"
"ENSG00000079308.16","ENSG00000079308","7145","TNS1",-2.23383381360848,8.16319471796665,493.556542853799,2.39858191611002e-109,4.62303777098182e-107,"Significant","Downregulated"
"ENSG00000125810.9","ENSG00000125810","22918","CD93",-2.25591922692399,6.73233168886438,492.931576304221,3.28048721602117e-109,6.27492588767564e-107,"Significant","Downregulated"
"ENSG00000149557.12","ENSG00000149557","9638","FEZ1",-2.22910227492984,3.00040192233038,491.763907417206,5.88853620876267e-109,1.11789211078984e-106,"Significant","Downregulated"
"ENSG00000114654.7","ENSG00000114654","79825","EFCC1",-2.67158734957143,2.38643504454561,490.849384899494,9.31099219049318e-109,1.75442717774449e-106,"Significant","Downregulated"
"ENSG00000251230.5","ENSG00000251230","731424","MIR3945HG",-3.59076361926609,-0.651255660789519,489.801039177395,1.57435889867752e-108,2.94451761723769e-106,"Significant","Downregulated"
"ENSG00000165810.16","ENSG00000165810","153579","BTNL9",-3.48627572117939,3.35305424268954,488.379550588054,3.2092579767017e-108,5.95812901865745e-106,"Significant","Downregulated"
"ENSG00000227954.6","ENSG00000227954","100507308","TARID",-2.99271508624956,3.02419165356431,486.470699902505,8.35128349326719e-108,1.53913545198178e-105,"Significant","Downregulated"
"ENSG00000011201.11","ENSG00000011201","3730","ANOS1",-2.85180867137519,5.56922057756047,482.107498634912,7.43290781802301e-107,1.35995282244393e-104,"Significant","Downregulated"
"ENSG00000176771.16","ENSG00000176771","344148","NCKAP5",-3.5906176588859,3.3328426136376,480.777271042723,1.44747646313379e-106,2.62930454803346e-104,"Significant","Downregulated"
"ENSG00000145147.19","ENSG00000145147","9353","SLIT2",-2.54140999390374,4.88929214037522,480.07843373723,2.05436055355235e-106,3.70503925833167e-104,"Significant","Downregulated"
"ENSG00000115306.15","ENSG00000115306","6711","SPTBN1",-1.80278469370143,8.73839532115513,478.745593603616,4.00590306492565e-106,7.1734075522204e-104,"Significant","Downregulated"
"ENSG00000260105.6","ENSG00000260105",NA,NA,-2.62337379951063,1.4883081828587,478.406262988692,4.74830352595495e-106,8.44295181174905e-104,"Significant","Downregulated"
"ENSG00000070614.14","ENSG00000070614","3340","NDST1",-1.66815401655293,6.69097011749693,477.235515127562,8.53675832684315e-106,1.50730497198925e-103,"Significant","Downregulated"
"ENSG00000158246.7","ENSG00000158246","115572","TENT5B",-2.87441534256212,3.02190024359209,476.402964187983,1.29555752976191e-105,2.27163417145545e-103,"Significant","Downregulated"
"ENSG00000092051.16","ENSG00000092051","84502","JPH4",-2.64171087334873,0.548018853701052,472.769736223827,7.99940327407188e-105,1.3929443673589e-102,"Significant","Downregulated"
"ENSG00000032444.15","ENSG00000032444","10908","PNPLA6",-1.62663209176254,6.13071996289469,470.819113495443,2.12580762375266e-104,3.663252136927e-102,"Significant","Downregulated"
"ENSG00000226239.1","ENSG00000226239",NA,NA,-2.53615249409175,0.572280209126254,470.804048243013,2.14191512403675e-104,3.663252136927e-102,"Significant","Downregulated"
"ENSG00000113070.7","ENSG00000113070","1839","HBEGF",-2.6420304043286,5.07830736322554,470.79907556464,2.14725856970651e-104,3.663252136927e-102,"Significant","Downregulated"
"ENSG00000092421.16","ENSG00000092421","57556","SEMA6A",-2.6266047648183,3.51677421804338,466.767643302289,1.61866987177256e-103,2.74293930150238e-101,"Significant","Downregulated"
"ENSG00000122694.15","ENSG00000122694","152007","GLIPR2",-2.26970209080131,5.36564893330102,465.24258594299,3.47558492090413e-103,5.85033624452722e-101,"Significant","Downregulated"
"ENSG00000135063.17","ENSG00000135063","9413","ENTREP1",-3.0280091718217,4.02015139392644,464.785945608266,4.36916476465759e-103,7.30576431409532e-101,"Significant","Downregulated"
"ENSG00000118526.6","ENSG00000118526","6943","TCF21",-3.19493900495014,3.89909037030401,463.344989141966,8.99434468553902e-103,1.49406716424457e-100,"Significant","Downregulated"
"ENSG00000177303.9","ENSG00000177303","57513","CASKIN2",-1.76246637762767,5.1821263098488,462.192919063215,1.60205213769206e-102,2.64380486435208e-100,"Significant","Downregulated"
"ENSG00000087074.7","ENSG00000087074","23645","PPP1R15A",-1.94464434073322,6.4884491812991,461.225807413462,2.60096894535476e-102,4.26440681177028e-100,"Significant","Downregulated"
"ENSG00000133561.15","ENSG00000133561","474344","GIMAP6",-2.14769821744721,4.70491301830288,460.725502855488,3.3420241454821e-102,5.44404952575985e-100,"Significant","Downregulated"
"ENSG00000233038.5","ENSG00000233038",NA,NA,-2.44928137200426,1.67395460281972,460.42272265244,3.88955223035681e-102,6.29534001694097e-100,"Significant","Downregulated"
"ENSG00000177300.6","ENSG00000177300","53842","CLDN22",-1.94732484406537,1.70901883333669,459.73333387039,5.49442763183708e-102,8.83622950804168e-100,"Significant","Downregulated"
"ENSG00000171596.6","ENSG00000171596","10316","NMUR1",-2.76349109433318,0.487940730684439,459.428501759946,6.4011693822068e-102,1.02293117551481e-99,"Significant","Downregulated"
